User ID,Username,Category,Comments,No_comments,Likes,Followers,Engagement Rate,Time Stamp,Video or Photo
3046028057,_.nabeela,fashion,"['Awesome shot of Rome. On my list to go visit. 👍', 'So dope', 'Omg yaaasss! Looking gorgeous as ever my baby girl!! And I lovedddd rome omg. Two of my fav things (you+anything Rome-related) in this picture hehe 😍', 'Massively gorgeous 😍', 'Nice', 'Woow ❤️😍🔥', 'So beautiful 😍', 'Ah what a cute outfit ! And cute photo in Rome', 'What a gorgeous shot!! Looks amazing', 'Love the outfit', 'Always looking good !', 'Beautiful 😍😍😍', 'Mexico 😎😎😘', 'beautiful photo 💕👏', 'Would love to go to Rome', 'Babe you looks so elegant and beautiful !! Even in basics you shine darling ✨😍♥️', 'Wooow', 'Mi lugar preferido😍', 'Wonderful!😍', '👍🏻👍🏻👌🏻👌🏻', 'Excellent location! Hope to visit that place one day', '@_.nabeela Thanks for inviting me to have a look. You’ve a very nice gallery indeed!!', '📸💯💯🔝🔝🔝', 'Nice shot 😍']",85,1648,18545,0.09,2017-12-12 18:44:33,False
3046028057,_.nabeela,fashion,"['Huge congratulations!!! What a big accomplishment!', 'Congratulations hun! 💥💥💥', 'Congratulations Love you r looking so Pretty😍😍❤😍😚😚', 'Congratulations', 'Congratulations 🎉🎉', 'Ohhh wow! Congratulations for this new life achievement... 👩🏽\u200d🎓 and cheers to more adventures ahead babe! You totally deserve it 👍🏽👍🏽 again, congratulations 🎊🍾🎉', 'Congrats!!', 'I’m so pleased for you beautiful x', 'W😍W! Congratulations!!! You’re certainly beauty and brains 😍', '🤩', 'Congrats!! Great years ahead 🙌🙌', 'Congrats baby! You look so pretty btw x', 'Congratulations!! 🎓', 'Ohhh so proud of u babe ♥️ Congratulations', 'Felicidades Preciosa!!!!!👑👸🏼🌸💖', 'Congratulations beautiful! 🌸', 'Absolutely charming 💟💟💟', '👏', 'Congratulations!!!', 'Congrats', 'Congratulations 😍💗💋', '👏👏👏👏👏', 'Congrats bby ❤❤', 'Very very nice video']",141,1439,18545,0.09,2018-05-03 18:09:37,False
3046028057,_.nabeela,fashion,"['Gorgeous babe 😍😍😍', 'That is a beautiful robe!', '🌷🌷✨', 'You look gorgeous.. Love the outfit', 'My beautiful princess 💋💋💋', 'Stunning', 'You look absolutely ravishing!! 😍', 'You look gorgeous and that sounds like a lovely fragrance', 'It’s awesome 👏', 'Gorgeous ❤️', 'I will have to try that perfume!!', '✌✌✌', '❤️💐', 'My effortless beauty!!! Hehe 💕', 'You dress is so beautiful', 'Great portrait of you!', ""I don't wear perfume but this might be up my ally!!"", 'Stunning beauty 😍😍😍', 'Love this one 😍❤️', 'Gorgeous look 👌❤️❤️❤️🌷🌷🌷🌶️ 🌶️🌶️', ""You're such a goddess girlfriend"", 'Hey lovely We were scrolling through and think you’re absolutely gorgeous 😍 Dm us we’d love to collab! ✨', 'Gotta try this one!', '*_*']",163,1772,18545,0.1,2018-06-26 15:06:51,False
3046028057,_.nabeela,fashion,"['Magic photo and I like the style', 'Babe 😍', 'Soooo gorgeous! 😍 😍 😍', 'Stylish !!', 'what a great picture from you 😍', 'Outfit and makeup on point!', 'Awesome city view 👍🏽👍🏽😍 wishing you a great week ahead babe 💞💞💞💞', 'Gorgeous shot 💕🔝✨', 'Beautiful shot, love that golden light', 'Woooow amazing picture babe 😍❤️❤️', 'Amazing post, what a view and great denim outfit 🔥😬👌🏾✨📸', 'Gorgeous 🙌🏽', 'Gorgeous ✨✨💖', '❤', 'Check out Sweet Southern Mrs. - a new lifestyle blog dedicated to beauty, fashion, life, and travel! ♥️', 'That view is amazing and you look stunning hun 😍', 'Wow !! This is awesome 😍❤️', 'Pretty babe 😍', 'Hey, lovely! had a look at your insta and would like to collab, dm us!', 'Lovely💗', 'This is absolutely so beautiful ❤❤', 'Oh these are just stunning, beautiful girl! 😍❤', 'Niceeeeee!', '🌷']",180,1643,18545,0.1,2018-07-09 16:31:15,False
3046028057,_.nabeela,fashion,"['Awesome 😎👌😎👌😎👌😎👌😎👌\n#Greatest_Superb\n😍👌😍👌😍👌😍👌😍👌\n#Fabulous_click\n😘👍😘👍😘👍😘👍😘👍\nHave a cool and lovely day', 'Such a chic outfit ❤', 'You are looking sweet babe 😍😘💞💖🌹💃', 'Nabeela 👸🏻 So pretty 💡❤️😍', 'Lovely and chic ❤️✨', 'Love your bag!!', 'You are owning the streets in that awesome coat girl 😬👌🏾📸✨', 'BAD AND BOUJEE WHAT A FRIGGIN BABE 😍', 'Come to Paris it’s summer now', 'Love your style here', 'Smashing the fashion style! Nice. 😊', 'That coat is fabulous!', 'Beauty', 'Wow,is it cold there?', 'Great shot babe!', 'Gorgeous and stylish look my goddess 🙊💕💕💕🖤🖤', 'Oh you look so chic 😍', 'Love your bag💙', 'This coat is fire 🔥🔥', 'Gorgeous 💖💖💖', 'Beautiful look 👏🏻👏🏻👏🏻👏🏻', 'You look so lovely! ☺️', 'Great shot', 'Great shot 💙💙💙']",103,1481,18545,0.09,2018-07-19 21:24:39,False
3046028057,_.nabeela,fashion,"['Slayyyys❤❤❤❤❤😍😍😍😍😍😍😍😍', 'You look stunning and beautiful 🌹🌌📷', 'I can stare at this view forever 💗', 'So gorgeous 😍💕', 'You look so beautiful 💓💋💓💋', ""I'm loving your feed! ❤"", 'This place looks amazing', 'I agree! Nature never fails to surprise  us 😀', 'Mauritius looks like paradise x', 'What a beautiful view. You look amazing babe ❤️', 'Lovely..😍😍', 'Beautiful view ✨', 'Wow babe this is gorgeous x', 'holy wow what a great view!', 'Beautiful view and you😍', 'Que lugar lindo', 'What an amazing shot with beautiful babe 😍😍', 'Babe you look so stunning and love that location too 😍💕', 'So true hon!!!! This view is just breathtaking 😍', 'Such a beautiful view 😍 and you are cute ♥️♥️♥️', '😘😘😘😘😘😘😘', 'Cute 🌸😍😘', 'Lovely', '😍😍😍😍👏🏼👏🏼🔝']",56,1824,18545,0.1,2018-10-23 18:59:07,False
3046028057,_.nabeela,fashion,"['GORGEOUS BABE 😍😍😍your booty 🍑🍑🔥🔥', 'Stunning hun you sure rock a bikini x', 'Wonderful shot 😍👌❤️', 'Super cool 😎', 'So pretty!!🔝', 'Wow this place is amazing 😍', '😍❤️', 'Always gorgeous! 😍💕💕', 'Yas girl this is so gorgeous!', 'A beautiful place to soak it up 🏖🏖', '😍😍', 'Stunning 💙', 'Babe 😍', '❤️', 'WOW👌👌', 'Beach babe 💙', 'Hey Nabeela, We would love to have you on our team! DM @sinceresallyboutique and mention us! 💗', 'Wow goals 😍😫', 'hottieee <3', 'love this! 😍', 'You look so beautiful 💋 💋 💋 💋', 'Hello hottie', 'Very nice 👍 👌😍', 'Perfect 💝💝💝']",66,2231,18545,0.12,2019-03-31 19:48:17,False
3046028057,_.nabeela,fashion,[],0,1819,18545,0.1,2019-04-02 18:37:49,False
31048747,_.sham,other,[],0,32,1062,0.03,2016-02-18 23:38:02,False
31048747,_.sham,other,[],0,23,1062,0.02,2016-02-19 23:31:54,False
31048747,_.sham,other,"['Love it!', '@ryanclarkin a beauty!']",2,16,1062,0.02,2016-02-20 02:54:32,False
31048747,_.sham,other,"['I miss u', 'I miss you kimmy! @smilez4me']",2,23,1062,0.02,2016-02-25 22:57:27,False
31048747,_.sham,other,[],0,23,1062,0.02,2016-03-09 00:30:09,False
31048747,_.sham,other,[],0,28,1062,0.03,2016-04-27 05:26:01,False
31048747,_.sham,other,[],0,37,1062,0.03,2016-07-01 02:47:52,False
31048747,_.sham,other,['+Whoa!+...'],1,47,1062,0.05,2018-08-05 19:54:21,False
31048747,_.sham,other,[],0,60,1062,0.06,2018-10-17 06:13:30,False
31048747,_.sham,other,[],2,40,1062,0.04,2019-03-11 02:22:02,False
31048747,_.sham,other,[],0,67,1062,0.06,2019-04-13 03:42:55,False
2113882961,__.atiye__,interior,[],282,7480,74525,0.1,2018-02-15 02:19:18,False
2113882961,__.atiye__,interior,[],266,8276,74525,0.11,2018-03-02 03:36:34,False
2113882961,__.atiye__,interior,[],11,3259,74525,0.04,2018-03-12 22:28:35,False
2113882961,__.atiye__,interior,[],596,10698,74525,0.15,2018-07-05 01:02:09,False
2113882961,__.atiye__,interior,[],0,10931,74525,0.15,2018-07-06 14:11:32,False
2113882961,__.atiye__,interior,[],303,9583,74525,0.13,2018-07-18 00:46:19,False
2113882961,__.atiye__,interior,[],189,9416,74525,0.13,2018-08-08 23:30:06,False
2113882961,__.atiye__,interior,[],106,8002,74525,0.11,2018-10-07 23:15:49,False
2113882961,__.atiye__,interior,[],546,13605,74525,0.19,2018-10-09 01:24:47,False
2113882961,__.atiye__,interior,[],828,22665,74525,0.32,2018-10-29 01:49:25,False
2113882961,__.atiye__,interior,[],473,12264,74525,0.17,2018-11-19 01:35:59,False
2113882961,__.atiye__,interior,[],746,12759,74525,0.18,2018-11-28 02:21:47,False
2113882961,__.atiye__,interior,"['خانم پر انرژى♥️', '💖💖💖💖', 'شما بی نظیری عطیه جون،من خیلی دوست دارم واقعا😘😘😍😍', 'سلام عطیه جان .این خدمات کبال محدود به تهران هست یا برای سایر شهر ها هم هست ؟', 'عطیه جون با سلیقه ❤️❤️❤️❤️', 'عطیه ی مهربونم', 'منم زیاد کیک درس میکنم همینم باعث شد اضافه وزن پیدا کنم و الان در تحربمم😂😂😂😂', 'دوست داری منزلت تو عیددینیها شیکترین باشه؟\n.\nپولکی پرشده هرعدد سیوپنج نصف قیمت بازار\n.\nجادویی هرعدد پرشده پنجاه نصف\u200cقیمت بازار\n.\nکوسن پولکی و اسم هرعدد پرشده سی نصف قیمت بازار\n.\nارسال مستقیم از تولیدی به سراسر کشور🥰', 'برند فرشتون چیه؟ ممنون میشم اگه بگین', 'با سلیقه جان از لباسهای تکراری خسته شدی؟😜دلت میخواد متفاوت و شیک باشی؟😍میخوای تو هر مجلسی که رفتی شیک و باوقار بدرخشی؟😋😍\nحتما یه سر به پیج ما بزن و عید 98 با ما یه بانوی خاص و شیک باش💖\nHonyshop.ir\nHonyshop.ir', 'عالیه عزیزم😍😍😍😍', '❤️', '😍😍👌👌', 'منم هميشه همينكارو ميكنم😍', 'خوشم میاد حجابتون همیشه حفظ میشه😘', 'عزیزم از این همه اطلاعات عالی ومفید ممنونم ...من از این شرکت ها اطلاعی نداشتم...نمی دونم این شرکت تو شهرستان ها هم فعال ند..؟ یا نه؟،😍🌹🌹🍃🍃', 'عزیزم از این همه اطلاعات عالی ومفید ممنونم ...من از این شرکت ها اطلاعی نداشتم...نمی دونم این شرکت تو شهرستان ها هم فعال ند..؟ یا نه؟،😍🌹🌹🍃🍃', '👌👌👌👌👌👌👌👌', 'عزیزم سادگی و مهربونی از چهرت میباره برات آرزوی موفقیت و خوشبختی دارم گلم', 'این بِرَند دکوراسیون، مسابقه گذاشته! حتما شرکت کنین !  @himehdesign @himehdesign  @himehdesign', '😍😍😍😘عزیز و مهربون', 'سلام عزیزان با سلیقه لطفا از پیج لباس کودک ما هم دیدن کنید', 'عطیه جون مهربونم میگم کی ازتون عکس میگیره؟؟؟']",250,14897,74525,0.2,2018-12-29 23:00:26,False
2113882961,__.atiye__,interior,"['😘😍💖😘😍', 'عطیه جون من فالورام اصلا بالا نمیره چیکارکنم. پیجمو قفل کنم یا باز باشه ؟', 'میشه یه عکس ازکل خونی خشکلت بزاری', 'نوش جانتون گلم', 'چه خونه قشنگی دارید امیدوارم رندگیتون همیشه سبز باشه و دلتون شاد', 'سلام دوست من.این پیام رو نادیده نگیر چون میتونه زندگیتو رونق بده.من عضو خانواده ام آی ام هستم.خانواده ای که در راستای مدرنیته کردن زندگی انسان ها مشغول به فعالیت هست.تلاش ما بزرگ کردن خانواده مونه.دوست داشتی بهم سر بزن تا بیشتر در موردش بدونی\n@mim.fa.mhr', 'ای جان چ با صفاااااا😍😍😍😋😋😋😋', '@fargol777 دقیقااا', 'خونه خیلی قشنگ وبا صفایی داری', 'خونت خیییییییلی انرژی مثبت داره..واقعا افرین..چکار کردی با این سادگی انقد رنگی رنگی خونت.😍😍😘', 'اسم گیاه بزرگرو میگید؟؟انجیری چ مدلیه؟', 'عطیه جون اگه میشه فالو م کن ❤️', 'کلی گلسرهای خوشگل دارم. زیبا و خاص😌😊', 'سلام عطیه جون خوب می نویسی وباسلیقه تبریک میگم', 'اره واقعا ادم با این عکسا وحرفا انرژی میگیره ..ممنون عطیه جون کاش زودتر پیدات کرده بودم', 'چه خونه زیبایی...❤️❤️😍😍', 'عطیه جون من تو اهوازم با توجه ب گرمای اینجا چطور میتونم ی چند تا گلدون خوشکل داشته باشم', 'میتونید منو راهنمایی کنید', 'سلام عزیزم، عکسهاتون رو با گوشی میگیرین یا دوربین؟', '@', 'سلام عزیزم..ماشالله خونه ی پرنور وپرعشقی داری...', 'چه خونه ی گرم و خوشمزه ای داری🤩', 'آفرین به شما .خیلی با سلیقه ای و چیدمان خونتون خیلی خوبه عزیزم.حس خوبی گرفتم از پیچتون👌', '@__.atiye__  سلام عزیزم پیچت عااااالیه. خیلی حس خوبی بهم دست داده. فقط راستی اون گیاه بالای صندلی اسمش چیه؟ میخوام از اون گیاه بخرم. خوشم اومده. .']",251,16974,74525,0.23,2019-01-04 13:35:23,False
2113882961,__.atiye__,interior,"['خانم های با سلیقه ای که حصیر بافی های زیبا رو دوست دارن😍پیج صنایع دستی ما رو از دست ندین 😍👌😍👌😍👌😍👌😍👌', 'سفره های حصیری جدید رسیده 😍👌😍', 'عزیز میشه یکی از کارهای من بشقاب دیوارکوب به عنوان هدیه قبول کنید .دایرکت دادم اما فک کنم اصلا نمی بینید گلم.البته حق میدم😍😍😍', 'Nice', 'ما به بوش هم راضی هستیم عطیه جان😭', 'خوش باشین همیشه، عطیه جان میشه مدل فرش اشپزخونت رو بگی؟ میخوام برای خودم بخرم', 'خیلی دوست داشتنی هستی', 'نوش جونتون😋', 'به پیج ماهم سر بزنید😍', 'سلام عزیزم اگه دوست داشتین من از بانه با یک و نیم یا شایدم کمتر یه جاروبرقی خوب برات میفرستم همسرم نمایندگی مارک دلمونتی و کنوود داره ...', '__.atiye__ عالی بود 👍👍', '👌.لطفاً از صفحه ما هم دیدن فرمایید.', 'سلام عزیزم خوبی من نقاشم و تصمیم داشتم براتون تابلو یا دیوارکوب بفرستم بصورت عیدی خوشحال میشم اگه طرحی مد نظرتون هست بفرستید تا براتون بصورت هدیه بکشم', '🌹🙏خانمهای گل همراه من بشین تا محصولات آرایشی بهداشتی ایرانی وقیمت مناسب رو نقد وبررسی کنیم و ببینیم کدوم محصول ارزش خرید واستفاده رو داره 🌹🌹از همراهی وحمایتتون پیشاپیش متشکرم🙏😍', 'ما چند روز پیش ی دست گرفتیم ۱۸۰ تومن', 'دلم کله پاچه موخواد.😢😢😢', 'غذای لاکچریا شده', '.\nاز اون كله پاچه به جاي من هم مي خوردين! سالهاست كله پاچه نخوردم!😋😍', '@farnoosh_zarei', 'عزیزم دایرکتتون رو چک میکنید', 'عطیه جون دایرکت رو جواب میدی', 'خیلی مهربونی بانو 💚', '😘😘😘😘', 'خوش و خرم کنار هم😘😘']",683,20872,74525,0.29,2019-02-11 15:48:40,False
2113882961,__.atiye__,interior,"['@somi_kia', '🌹', '@amiralirabei5425 @amiralirabei9845', 'حس خوب زندگی', 'عشقی عشق😘😘', '@samereh_a00', '@nedsa38', '@resturan_balot.abozarashkevari', '@sogandaf.72', '@minaafshar831', '@minaafshar_68', '@shadi50365379', '@arezoo.taghizade @_azad.del_', 'عزیزم میشه لطفا دایرکتتو چک کنی؟!', 'با ما همراه باشین با بهترین  های سلامت 🤗', 'شعر عالی بود و تاثیر گذار', '💟', 'عزیزم ایده ی داشتن این طناب های زیباوعکس های جذاب رومن از شما الهام گرفتم', 'دستهای توانایت میتواند کوهها را جابجا کند', 'چه رمانتیک وبا احساس', 'سلام عطیه جون  من از این قاب عکستون خیلی خوشم اومده  میخوام به عنوان  هدیه بدم  به عاقامون 😊میتونم بپرسم  از کجا تهیه کردینش ؟', 'خیلی ممنونم 😊', 'عزیزم اسم این گل چیه؟', 'عطیه جون بامبو لوتوس رو چندروز یه بار آبیاری می کنین؟؟']",428,16876,74525,0.23,2019-02-22 01:39:32,False
2113882961,__.atiye__,interior,"['سلامتي عزيزم ،ما كه بعد از ٤روز بايد بريم سركار و الانم سركاريم😍', 'سلام منم مثل این دوربین دارم البته این دوربین روزهای کودکی خودم رو ثبت کرده و یادگار زمان کودکیمه...عاشق سبک زندگیتونم انشاالله سال خیلی خوبی داشته باشید در کنار عزیزانتون', 'ای جانم چه ورودی باحالی احسنت👍👍👍👏👏', 'عزیز دلمممم😘🤗', 'خانم اتیه خانم شما یک خانم نمونه وخانه دارید که البته در بیرون از منزل هم کار می کنید ان شا ءالله سال خوبی در کنار همسرتون داسته باشید', 'تو خیلی با سلیقه ای 😍', 'خسته نباشی عزیزم👍👍😍😍', 'هر وقت خسته ام میام پیجت رو سر می زنم', 'عزیزم ازت انرژی می گیرم', '😍😍👌', 'سال خوبی در انتظارتون باشه عزیزم❤️', 'چقدر باسليقه👌🏼', 'چقدر باسليقه👌🏼', 'عزیزید بانو؛خوب و خوش باشید', '🌹', 'چه تابلوی خوشکلی😙😙😙', 'فوق العاده زیبا', 'ان شاءالله سال خوب برای همه🙏', 'خسته نباشى از كار و تلاش 😍😍😍حسابى براى سال جديد استراحت كن پر انرژى باشى 😘🌸❤️', 'مام بوی تمیزی خونتو حس کردیم والا؛ 😍😍😍👏👏👏👏👏👏👏👏👏', 'بعد از مدت ها عطیه جان باز دل نوشته های قشنگت رو میخونم و لذت میبرم', '👏👏👏👏👏👏', '@__.atiye__ سلام عزیزم ميشه بگي میز تحریرتو چند خریدی و از کجا؟؟؟', '@fahim_1249']",287,15407,74525,0.21,2019-03-19 02:29:02,False
2113882961,__.atiye__,interior,"['💚💚💚💚💚💚', '🌹🌹🌹🌹🌹🌹', '💙💙💙💙💙💙💙', '💟💟💟💟💟💟💟', '💖💖💖💖💖💖💖', '💛💛💛💛💛💛💛', '🌼🌼🌼🌼🌼🌼🌼', 'پس کی قرعه کشی میکنین', 'سلام دوستان من از استان گلستانم الان اینجا کلا سیل گرفته ازتون التماس دعا دارم تا بخیر بگذاره', 'چه خوشگلن😍😍😍', 'خانومی هفتسین هم تو ظرف گل سرخی قشنگه ها', 'چقدرقشنگه سرویست.عزیزم میشه بگی سرویست چندپارچستوچندگرفتی؟میشه قیمتشوبگی؟واینکه چجوری بایدسفارش بدم؟', 'خیلی باسلیقه ای،خیلی حال میکنم چیدمان خونه وسلیقتومیبینم.تاجایی ک دستم اومده علاقه داری ب لباس یاپارچه هایی ک گل ریزداره،خیلی قسنگه عزیزم.یکم ازسلیقتوبراماب عنوان ایده واضح توضیح بدین', 'به به چه سفره ی قشنگی ..همیشه به شادی ..عطیه جان عکس دوم بین دوتا بشقاب چیه ؟؟', 'این سرویس خیلی خوشگله منم خوشم میاد ازش زرین حرف نداره', 'به به قرمه سبزی👏👏👏👌👌', '💖🌹🌹🌹💖', 'نووش جونتون باشه و ظرفهای دلبر هم\u200cمبارک باشه و به شادی همیشه استفاده کنی ازش😘', 'سلام عزیزم میشه بگی سرویس قشنگت رو از کجا خریدی؟', 'مبارکه. خریدین یا تبلیغه؟', '@__.atiye__ چیزای خوشگل پیج منم ببینید🌹❤️', 'ببخشید با چه دوربینی عکس میگیرین؟', 'It’s good 👌🏻👍🏻', 'چقدر قشنگن']",414,16343,74525,0.22,2019-03-19 14:52:37,False
2124831171,__.izu,interior,"['#패션아이템추천 #패션아이템 #패션피플 #패션 #패션스타그램 #패션피플 #오오티디 #코디네이터\n#着画 #着画くらぶ #チュニック #スプリングコーデ #ファッションアイテム #今日のコーデ #ママコーデ #ママファッション #コーディネート \n#fashionstylist  #ootd #fashionblogger #cordinate #fashionista #fashionblogger', 'はじめまして。こちらのトップスはどちらのものか教えていただけないでしょうか？\nとてもステキなコーディネートと思いまして❤️', '＿＿.', '＿＿＿.', '＿＿＿＿＿.𓅺.〆']",8,1029,7410,0.14,2018-03-26 15:58:55,False
2124831171,__.izu,interior,"['#교토 #교토여행 #교토카페 #교토맛집 #맛스타그램 #먹스타그램 #카페스타그램\n#京都カフェ #烏丸カフェ #京都グルメ #京都カフェ  #京都カフェ巡り #カフェパト #カフェ部 #京都ランチ #京都ママ \n#kurasukyoto #kyotolunch #kyotocafe #kyotojapan #kyotofood #cafestagram #foodstagram', 'We love this🙌', '行きたいです！😍😍😍京都のカフェめちゃ可愛いとこ多いですよね💕', 'ご来店、そして高評価ありがとうございます！', '＿＿.', '＿＿＿.', '＿＿＿＿＿.𓅺.〆']",10,458,7410,0.06,2018-04-24 13:26:33,False
2124831171,__.izu,interior,"['#패션 #패션스타그램 #패션피플 #엄마스타일 #코디네이터 #오오티디 \n#ロハスフェスタ万博 #ロハスフェスタ2018 #赤ワンピ #カンカン帽 #ミラオーウェン #ビューティフルピープル #ザラジョ #今日のコーデ #ファッション #親子コーデ #ママファッション #ママコーデ \n#lohasfesta2018 #milaowen #beautifulpeople #ootd #outfit #fashionblogger #cordinate #fashion  #fashionista', 'soltdropsさん可愛いですよね❤︎モノトーンな雰囲気のハーバリウムもステキ😍今週もやってるなら行きたいなー🤤', '＿＿.', '＿＿＿.', '＿＿＿＿＿.𓅺.〆', '👍👍👍👍']",8,688,7410,0.09,2018-04-26 05:28:37,False
